"","PassengerId","HomePlanet","CryoSleep","Cabin","Destination","Age","VIP","RoomService","FoodCourt","ShoppingMall","Spa","VRDeck","Name","Total_Spend","Transported"
"86","0185_01","Mars","False","F/37/S","TRAPPIST-1e",24,"False",6,11,1404,0,0,"Alls Cooki",1421,FALSE
"87","0187_01","Mars","True","F/38/S","55 Cancri e",25,"False",0,0,0,0,0,"Ranuts Kidne",0,TRUE
"88","0191_01","Earth","False","F/39/S","TRAPPIST-1e",36,"False",261,0,206,465,0,"Vanez Currisones",932,FALSE
"89","0194_01","Europa","True","C/4/P","TRAPPIST-1e",14,"False",0,0,0,0,0,"Ruchbia Extraly",0,TRUE
"90","0194_02","Europa","True","C/4/P","55 Cancri e",24,"False",0,0,0,0,0,"Algrafi Extraly",0,TRUE
"91","0194_03","Europa","False","C/4/P","55 Cancri e",26,"True",0,275,0,4572,163,"Polar Extraly",5010,FALSE
"92","0204_01","Earth","False","F/43/P","PSO J318.5-22",29,"False",1669,2,242,155,0,"Gracy Goldendrice",2068,FALSE
"93","0208_01","Earth","","G/33/P","TRAPPIST-1e",40,"False",44,0,565,0,18,"Mael Vales",627,FALSE
"94","0209_01","Europa","False","B/10/P","TRAPPIST-1e",36,"",33,0,0,12767,1193,"Grasath Clindy",13993,FALSE
"95","0214_01","Europa","False","E/12/S","TRAPPIST-1e",46,"False",717,516,4,2,2439,"Gorabba Pistage",3678,FALSE
"96","0214_02","Europa","False","E/12/S","TRAPPIST-1e",42,"False",4762,20,0,4,41,"Genons Pistage",4827,FALSE
"97","0215_01","Earth","True","G/34/P","TRAPPIST-1e",23,"False",0,0,0,0,0,"Jaimez Waterson",0,TRUE
"98","0218_01","Earth","False","G/35/P","TRAPPIST-1e",19,"False",741,12,1,0,0,"Jenne Alshipson",754,FALSE
"99","0226_01","Europa","False","D/7/S","55 Cancri e",25,"False",3,3833,8098,1531,0,"Brakis Matimple",13465,FALSE
"100","0227_01","Earth","","","TRAPPIST-1e",22,"False",0,0,0,0,0,"Kurta Buckentry",0,FALSE
"101","0228_01","Europa","True","B/4/S","TRAPPIST-1e",35,"False",0,0,0,0,0,"Azhasim Dompul",0,TRUE
"102","0228_02","Europa","False","B/4/S","55 Cancri e",39,"",0,25273,0,13,1714,"Zedark Asharing",27000,FALSE
"103","0228_03","Europa","True","B/4/S","55 Cancri e",42,"False",0,0,0,0,0,"Alurops Dompul",0,TRUE
"104","0228_04","Europa","False","B/4/S","TRAPPIST-1e",35,"False",0,1442,0,1813,6439,"Aviton Dompul",9694,FALSE
"105","0230_01","Earth","True","F/49/P","PSO J318.5-22",29,"False",0,0,0,0,0,"Daisya Burksson",0,TRUE
"106","0230_02","Earth","False","F/49/P","TRAPPIST-1e",20,"False",786,0,0,0,0,"Ren Burksson",786,FALSE
"107","0235_01","Earth","True","G/40/P","TRAPPIST-1e",25,"False",0,0,0,0,0,"Monard Hickerson",0,TRUE
"108","0236_01","Mars","True","F/51/P","TRAPPIST-1e",36,"False",0,0,0,0,0,"Poloos Nutte",0,TRUE
"109","0238_01","Mars","False","D/7/P","TRAPPIST-1e",39,"False",2556,0,22,0,0,"Set Chcak",2578,FALSE
"110","0247_01","Europa","True","D/9/P","55 Cancri e",23,"False",0,0,0,0,0,"Rasaleh Gulcepusy",0,TRUE
"111","0247_02","Europa","True","D/9/P","55 Cancri e",19,"False",0,0,0,0,0,"Bath Gulcepusy",0,TRUE
"112","0249_01","Earth","False","G/41/P","TRAPPIST-1e",50,"False",0,0,78,751,78,"Luise Prickmantes",907,FALSE
"113","0256_01","Earth","False","F/48/S","PSO J318.5-22",41,"False",0,0,728,0,0,"Kerryn Bensley",728,FALSE
"114","0259_01","Mars","False","F/55/P","55 Cancri e",19,"False",1,0,2839,85,0,"Fow Floaf",2925,FALSE
"115","0262_01","Earth","False","G/39/S","TRAPPIST-1e",20,"False",186,0,0,602,100,"",888,FALSE
"116","0264_01","Europa","True","B/5/S","55 Cancri e",19,"False",0,0,0,0,0,"Hasim Anindery",0,TRUE
"117","0264_02","Europa","True","B/5/S","TRAPPIST-1e",38,"False",0,0,0,0,0,"Okulus Anindery",0,TRUE
"118","0264_03","Europa","False","B/5/S","55 Cancri e",32,"False",1340,0,0,8517,1256,"Deneba Anindery",11113,FALSE
"119","0266_01","Mars","False","E/12/P","TRAPPIST-1e",44,"False",696,0,462,46,94,"Chtios Muff",1298,FALSE
"120","0266_02","Mars","False","F/57/P","TRAPPIST-1e",18,"False",1542,0,138,0,0,"Panzel Muff",1680,FALSE
"121","0268_01","Mars","False","F/58/P","TRAPPIST-1e",49,"False",108,0,41,1560,0,"Hony Nutca",1709,FALSE
"122","0268_02","Mars","False","E/13/P","55 Cancri e",23,"False",3186,0,0,2,0,"Libers Nutca",3188,FALSE
"123","0271_01","Earth","False","G/44/P","TRAPPIST-1e",31,"False",41,334,1,62,484,"Jilly Alfordonard",922,FALSE
"124","0272_01","Mars","False","D/10/P","TRAPPIST-1e",55,"False",1054,0,2,0,1,"Gramus Graie",1057,FALSE
"125","0273_01","Mars","False","F/60/P","TRAPPIST-1e",60,"False",60,0,7022,0,0,"Wales Ste",7082,FALSE
"126","0273_02","Mars","True","F/60/P","TRAPPIST-1e",20,"False",0,0,0,0,0,"Triesh Ste",0,TRUE
"127","0273_03","Mars","False","E/14/P","TRAPPIST-1e",34,"False",301,0,79,919,0,"Apench Ste",1299,FALSE
"128","0274_01","Mars","False","E/17/S","",14,"False",123,0,0,1936,22,"Felios Melto",2081,FALSE
"129","0274_02","Mars","True","E/17/S","TRAPPIST-1e",26,"False",0,0,0,0,0,"Bats Melto",0,TRUE
"130","0276_01","Europa","False","B/6/S","55 Cancri e",19,"False",0,86,0,368,4055,"Okula Pabler",4509,TRUE
"131","0276_02","Europa","True","B/6/S","TRAPPIST-1e",25,"False",0,0,0,0,0,"Zedark Pabler",0,TRUE
"132","0279_01","Earth","False","F/62/P","55 Cancri e",42,"False",98,10,0,613,0,"Arllia Conleydenan",721,FALSE
"133","0280_01","Earth","False","F/53/S","TRAPPIST-1e",18,"False",212,678,12,0,0,"Andyn Mcfaddoxter",902,FALSE
"134","0284_01","Mars","False","E/15/P","TRAPPIST-1e",50,"False",0,0,1299,0,0,"Cers Datie",1299,FALSE
"135","0292_01","Earth","False","F/56/S","TRAPPIST-1e",26,"False",0,0,0,1079,281,"Jillie Chardsonnon",1360,FALSE
"136","0293_01","Europa","True","","TRAPPIST-1e",47,"False",0,0,0,0,0,"Tauxon Suptibler",0,TRUE
"137","0295_01","Earth","False","F/66/P","PSO J318.5-22",35,"False",0,627,0,44,0,"Guyl Hardley",671,FALSE
"138","0296_01","Mars","False","F/57/S","55 Cancri e",58,"False",73,0,422,978,0,"Kohs Cort",1473,FALSE
"139","0299_01","Earth","False","F/58/S","55 Cancri e",20,"False",376,0,242,1,0,"Dellia Hickett",619,FALSE
"140","0300_01","Europa","False","D/11/P","TRAPPIST-1e",28,"False",5,11549,132,4966,524,"Mahamak Ofracculy",17176,FALSE
"141","0308_01","Earth","True","G/48/P","PSO J318.5-22",12,"False",0,0,0,0,0,"",0,TRUE
"142","0311_01","Earth","False","E/17/P","55 Cancri e",20,"False",0,0,0,10,0,"Coreen Simmonders",10,FALSE
"143","0312_01","Earth","True","G/49/P","TRAPPIST-1e",22,"False",0,0,0,0,0,"Adrie Hoffergess",0,TRUE
"144","0317_01","Earth","False","G/43/S","TRAPPIST-1e",31,"False",0,34,81,0,608,"Philda Medington",723,FALSE
"145","0318_01","Earth","True","G/52/P","PSO J318.5-22",24,"False",0,0,0,0,0,"Robyna Solon",0,TRUE
"146","0319_01","Mars","False","E/18/P","TRAPPIST-1e",17,"False",1031,0,1026,42,0,"Ranats Prie",2099,FALSE
"147","0319_02","Mars","True","F/69/P","55 Cancri e",27,"False",0,0,0,0,0,"Pigars Prie",0,TRUE
"148","0323_01","Earth","True","","55 Cancri e",18,"False",0,0,0,0,0,"Joyn Gaineyerson",0,TRUE
"149","0325_01","Earth","False","G/54/P","TRAPPIST-1e",48,"",0,755,0,0,0,"Searla Mccarveymon",755,FALSE
"150","0328_01","Earth","False","F/71/P","TRAPPIST-1e",38,"False",3,1252,1,0,0,"Verney Singtons",1256,FALSE
"151","0329_01","Europa","True","B/14/P","55 Cancri e",33,"",0,0,0,0,0,"Iononus Rewmid",0,TRUE
"152","0332_01","Earth","True","G/55/P","TRAPPIST-1e",20,"False",0,0,0,0,0,"Shany Pooles",0,TRUE
"153","0335_01","Mars","False","E/20/S","TRAPPIST-1e",22,"",0,0,0,0,0,"Rionk Coff",0,FALSE
"154","0339_01","Earth","False","F/75/P","TRAPPIST-1e",52,"False",356,34,288,0,124,"Alley Barnolderg",802,FALSE
"155","0339_02","Earth","False","F/75/P","55 Cancri e",15,"False",638,0,7,0,0,"Alber Colleruces",645,FALSE
"156","0339_03","Earth","False","F/75/P","TRAPPIST-1e",25,"False",10,2,755,0,9,"Kirky Colleruces",776,FALSE
"157","0339_04","Earth","True","G/56/P","55 Cancri e",14,"False",0,0,0,0,0,"Shelle Perkings",0,TRUE
"158","0339_05","Earth","True","G/56/P","55 Cancri e",27,"False",0,0,0,0,0,"Davisy Colleruces",0,TRUE
"159","0339_06","Earth","False","F/75/P","TRAPPIST-1e",16,"False",1395,0,0,21,522,"Wandy Colleruces",1938,FALSE
"160","0339_07","Earth","False","G/56/P","TRAPPIST-1e",48,"False",1,0,259,308,450,"Berta Barnolderg",1018,FALSE
"161","0339_08","Earth","False","F/75/P","TRAPPIST-1e",36,"False",0,69,0,0,796,"Shalle Barnolderg",865,FALSE
"162","0342_01","Earth","False","E/19/P","PSO J318.5-22",19,"False",0,74,610,0,0,"Teryla Headardyer",684,FALSE
"163","0342_02","Earth","True","G/58/P","PSO J318.5-22",43,"False",0,0,0,0,0,"Blanie Headardyer",0,TRUE
"164","0344_01","Europa","True","C/8/P","TRAPPIST-1e",32,"False",0,0,0,0,0,"Zibah Stranbeate",0,TRUE
"165","0344_02","Europa","False","C/8/P","55 Cancri e",54,"False",0,8,4391,4882,7,"",9288,FALSE
"166","0349_01","Europa","","A/4/S","TRAPPIST-1e",33,"False",0,1030,0,3490,5832,"Meropus Ametic",10352,FALSE
"167","0349_02","Europa","True","A/4/S","TRAPPIST-1e",21,"False",0,0,0,0,0,"Kaffias Ametic",0,TRUE
"168","0349_03","Europa","False","A/4/S","TRAPPIST-1e",33,"False",23,0,737,493,1373,"Misadr Ametic",2626,TRUE
"169","0349_04","Europa","True","A/4/S","55 Cancri e",28,"False",0,0,0,0,0,"Alderak Ametic",0,TRUE
"170","0349_05","Europa","False","A/4/S","TRAPPIST-1e",23,"False",0,1468,0,704,1193,"Celavar Ametic",3365,TRUE
"171","0349_06","Europa","False","A/4/S","TRAPPIST-1e",26,"False",8,67,0,393,1975,"Duhratz Ametic",2443,TRUE
"172","0351_01","Mars","True","F/77/P","TRAPPIST-1e",41,"",0,0,0,0,0,"Macon Fache",0,TRUE
"173","0353_01","Earth","True","G/61/P","TRAPPIST-1e",2,"False",0,0,0,0,0,"Arla Jacostanley",0,TRUE
"174","0353_02","Earth","True","G/61/P","PSO J318.5-22",21,"False",0,0,0,0,0,"Delley Jacostanley",0,TRUE
"175","0354_01","Earth","False","F/79/P","PSO J318.5-22",70,"False",130,0,1247,0,3,"Hary Waltonson",1380,FALSE
"176","0362_01","Earth","False","F/80/P","TRAPPIST-1e",20,"False",0,1704,3,0,0,"Eddiey Gardonadox",1707,FALSE
"177","0363_01","Earth","False","E/22/S","TRAPPIST-1e",31,"False",273,722,1,0,0,"Doray Fowlesterez",996,FALSE
"178","0363_02","Earth","False","E/22/S","TRAPPIST-1e",8,"False",0,0,0,0,0,"Kimmy Fowlesterez",0,FALSE
"179","0363_03","Earth","True","E/22/S","TRAPPIST-1e",5,"False",0,0,0,0,0,"Jenn Fowlesterez",0,TRUE
"180","0364_01","Mars","False","F/81/P","TRAPPIST-1e",45,"False",288,0,932,4,0,"Cinkes Chité",1224,FALSE
"181","0364_02","Mars","False","","TRAPPIST-1e",37,"False",731,0,517,50,0,"Anakes Chité",1298,FALSE
"182","0366_01","Earth","True","G/52/S","TRAPPIST-1e",24,"False",0,0,0,0,0,"",0,TRUE
"183","0367_01","Europa","False","D/11/S","55 Cancri e",55,"False",0,538,0,6,5288,"Misa Dischod",5832,FALSE
"184","0374_01","Earth","False","F/86/P","TRAPPIST-1e",18,"False",0,251,0,0,553,"Harrie Sterreray",804,FALSE
"185","0374_02","Earth","False","","TRAPPIST-1e",36,"False",6,0,0,783,0,"Tamie Sterreray",789,FALSE
"186","0386_01","Mars","False","D/12/S","TRAPPIST-1e",59,"False",1678,0,0,0,0,"Docoos Fiha",1678,FALSE
"187","0390_01","Earth","True","G/67/P","TRAPPIST-1e",61,"False",0,0,0,0,0,"Anda Mejiaddox",0,TRUE
"188","0393_01","Earth","False","G/58/S","55 Cancri e",46,"False",4908,1,3,1,14,"Dellia Whitledges",4927,FALSE
"189","0394_01","Mars","False","F/87/P","TRAPPIST-1e",29,"False",87,1192,67,0,3,"Seat Facke",1349,FALSE
"190","0399_01","Earth","True","G/68/P","TRAPPIST-1e",18,"False",0,0,0,0,0,"Rayle Lewinton",0,TRUE
"191","0400_01","Europa","True","C/10/P","TRAPPIST-1e",20,"False",0,0,0,0,0,"Azaleha Aroodint",0,TRUE
"192","0404_01","Mars","False","F/88/P","TRAPPIST-1e",28,"False",4,0,2219,0,0,"Tot Kate",2223,FALSE
"193","0406_01","Earth","False","F/70/S","TRAPPIST-1e",26,"False",708,183,10,0,0,"Ryany Prinson",901,FALSE
"194","0414_01","Earth","False","F/93/P","TRAPPIST-1e",32,"False",642,0,759,332,1444,"Bara Hutchinton",3177,FALSE
"195","0416_01","Earth","False","E/23/S","TRAPPIST-1e",18,"False",658,0,0,0,5,"Lina Ocherman",663,FALSE
"196","0418_01","Earth","False","F/94/P","TRAPPIST-1e",50,"False",1,0,0,736,0,"Salley Brantuarez",737,FALSE
"197","0419_01","Earth","False","G/70/P","TRAPPIST-1e",47,"False",239,75,487,7,0,"Line Monsoney",808,FALSE
"198","0419_02","Earth","True","G/70/P","PSO J318.5-22",15,"False",0,0,0,0,0,"",0,TRUE
"199","0419_03","Earth","True","G/70/P","",35,"False",0,0,0,0,0,"Erman Monsoney",0,TRUE
"200","0420_01","Earth","False","F/95/P","TRAPPIST-1e",49,"False",189,0,0,882,0,"Sethew Kellson",1071,FALSE
"201","0421_01","Europa","False","C/12/P","55 Cancri e",32,"False",0,2116,6252,0,81,"Eleb Bradiary",8449,FALSE
"202","0422_01","Earth","False","G/61/S","TRAPPIST-1e",63,"False",4,6,0,0,835,"Eline Hooperez",845,FALSE
"203","0424_01","Mars","False","F/73/S","TRAPPIST-1e",54,"False",129,0,441,1028,0,"Fow Tité",1598,FALSE
"204","0426_01","Earth","False","F/74/S","TRAPPIST-1e",21,"",128,0,20,628,0,"Branca Hoppers",776,FALSE
"205","0440_01","Mars","False","D/14/P","TRAPPIST-1e",38,"False",1030,1347,197,3,0,"Supce Gre",2577,FALSE
"206","0443_01","Mars","False","E/24/S","TRAPPIST-1e",50,"False",0,0,0,0,0,"Beeres Erpie",0,FALSE
"207","0450_01","Earth","False","F/82/S","PSO J318.5-22",32,"False",1,0,858,0,689,"Bobara Mallerez",1548,FALSE
"208","0451_01","Europa","True","C/17/S","55 Cancri e",33,"False",0,0,0,0,0,"Eltares Witive",0,TRUE
"209","0455_01","Europa","False","D/16/P","TRAPPIST-1e",30,"False",0,870,67,1,461,"Winork Aiming",1399,TRUE
"210","0464_01","Earth","True","G/68/S","TRAPPIST-1e",28,"False",0,0,0,0,0,"Dwindy Emenez",0,TRUE
"211","0467_01","Mars","True","D/17/P","TRAPPIST-1e",22,"False",0,0,0,0,0,"Gonut Keen",0,TRUE
"212","0467_02","Mars","True","D/17/P","TRAPPIST-1e",27,"False",0,0,0,0,0,"Cings Keen",0,TRUE
"213","0467_03","Mars","True","D/17/P","55 Cancri e",37,"False",0,0,0,0,0,"Crunch Keen",0,TRUE
"214","0467_04","Mars","False","D/17/P","TRAPPIST-1e",59,"False",53,0,2736,0,0,"Choney Keen",2789,FALSE
"215","0469_01","Europa","False","C/18/S","TRAPPIST-1e",31,"False",0,2522,0,0,2756,"Zanino Femoused",5278,FALSE
"216","0473_01","Earth","False","F/102/P","TRAPPIST-1e",25,"False",246,0,541,0,16,"Randa Sweett",803,FALSE
"217","0478_01","Europa","False","C/14/P","TRAPPIST-1e",38,"False",8,147,0,7668,46,"Gimph Mallisly",7869,FALSE
"218","0478_02","Europa","True","C/14/P","55 Cancri e",37,"False",0,0,0,0,0,"Aldun Mallisly",0,TRUE
"219","0479_01","Europa","True","B/16/S","55 Cancri e",44,"False",0,0,0,0,0,"Merabik Trovetert",0,TRUE
"220","0483_01","Europa","True","D/18/P","TRAPPIST-1e",28,"",0,0,0,0,0,"Caphact Flutorly",0,TRUE
